X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,Y
-264.67126,138.85434,11.167329,48.52393,14.904312,20.586437,3.2061763,1.2635795,-15.839373,15.975112,3.358218,-1.5066409,1.8969209,6.3134995,-0.99598384,-2.4147837,-3.6791573,0.4992717,5.0440598,-0.78631675,5.0121827,-0.14406964,-1.5629919,-1.0378023,3.0504642,-1.9822406,2.42946,2.3189197,0.098457836,0.20578289,1.6858252,1.7363489,1.0081261,0.62305075,1.9171833,2.685903,-0.46082956,3.3247647,3.393175,1.1272765,blues
-233.96312,136.14453,3.3066366,48.930626,8.705184,13.989511,5.3627157,0.4101891,-13.483557,16.860369,5.134752,-2.2307274,3.9538214,5.3132124,0.807943,-1.1003897,-4.5396314,-2.4259493,3.3244362,-0.6058456,7.070655,3.053925,0.5766665,0.6006791,2.7848127,-1.442673,2.048664,5.606962,2.9332485,2.1039968,2.5272934,-0.4560103,-2.2324367,0.11536402,-0.4647839,-0.151489,-0.30590248,5.0410714,5.3123503,1.6475725,blues
-227.2558,137.76518,-14.502317,63.57536,5.6017485,11.988769,1.8891488,-1.8709356,-7.618035,-2.4516425,-2.8980217,-9.433825,-10.939208,3.5636466,4.152738,0.094712116,-2.9802275,-1.3866447,7.5348935,-3.0437849,-5.8704114,-3.2586572,0.83579266,3.7291644,3.7117362,1.7648318,-0.19198143,-4.302011,0.28750786,1.462,3.9184892,7.197074,4.6453424,-0.21001531,-7.197778,-7.1101923,-2.1515155,0.7292466,-2.297558,-3.8659828,blues
-274.37683,130.40738,-6.357468,70.38822,13.269664,9.47218,7.7330894,-1.2365491,-0.5709879,-2.2971628,3.7794154,0.08548222,-0.9368571,2.2968419,4.2896338,-1.6617897,-10.439051,-6.7934256,-1.0635625,-1.5890816,-1.1818291,-1.2738189,2.4839592,3.0541933,1.3547117,1.8956174,-0.60382885,-1.589292,5.5003,8.9374075,7.526288,5.8485994,2.1606169,-3.352841,-7.3253417,-4.633224,-1.1211293,-0.9452619,-4.8595915,-5.7443247,blues
-249.31532,131.00032,0.6778695,66.704155,17.911272,4.623277,6.603809,1.2421156,1.4099408,-1.5849273,-0.9725386,-3.5726156,-2.9297993,4.5961614,7.480731,-0.1930645,-2.8259153,-2.6829553,0.74113864,-0.52923673,-3.014625,0.9686773,1.4384369,1.6078532,2.9502316,1.3439858,-0.25526956,0.12503989,4.179667,6.5274825,2.555041,-1.4900765,-1.5836751,-4.080866,-5.6692004,-2.2922876,-0.6879482,-1.5162853,-4.7850847,-1.8166947,blues
-284.64056,108.80131,9.085323,51.198055,18.071894,7.6021533,8.755716,2.3540907,0.0033667993,2.248496,4.1991243,-3.283063,1.6176822,2.679472,3.3437948,3.2793777,-4.5331826,0.48806825,5.9214964,3.2215703,1.8752787,1.3635286,2.4384894,0.6670245,-1.7899382,-1.4184328,-1.3413029,-1.8754863,-2.5204391,-2.2657835,-1.2103512,0.46558458,0.16849947,-3.2945669,-4.2297516,-2.2400403,1.0810903,0.17249888,-4.905939,-2.5026374,blues
-228.20981,130.32317,-23.311422,70.20095,1.1310548,7.584427,0.9005106,1.9828155,-6.1644154,-9.382748,-2.56378,-4.5257525,-0.2604645,0.17552172,-1.5229119,1.4664073,-6.979135,-8.328394,4.2368064,0.9886392,2.6297536,1.5644879,0.1198189,-2.6892385,-2.3507226,-0.30127722,-1.4663258,-0.2584373,-0.14734519,-3.940244,-3.1054404,-4.264293,-6.720831,-5.1720533,-7.489422,-6.5608854,-5.505418,-4.5530868,-3.5563023,2.674288,blues
-248.98882,139.05774,-16.27087,57.137146,20.188509,10.186957,4.5429106,0.33107165,-7.8745785,-3.4545712,-2.6574361,-2.8329575,-0.90465844,-2.4093254,2.569936,-5.852057,-12.404833,-7.3133807,-0.93787175,-2.6867254,-3.0036666,-2.4216294,-0.8222048,1.1910578,0.734484,-0.5753515,-3.1793349,-2.4051154,2.0995445,4.7656183,7.230378,5.9440603,0.5437705,-4.5021176,-6.732067,-3.299359,-0.21187901,-0.7819267,-4.743557,-4.419282,blues
-233.72897,101.19028,17.647951,23.734175,2.082544,25.9364,-16.956388,15.084955,-22.273956,4.3816123,-23.201656,-6.05058,-5.0679283,1.0592706,-5.7868657,-8.313065,-11.38215,-6.724382,-10.0169525,-14.028803,-13.949056,-12.28715,-15.633728,-17.245676,-7.6343775,-11.212246,-7.3376966,-12.709825,-6.6017103,-7.423319,-6.497982,-3.388291,-1.7051291,-6.9412317,-3.5822358,-3.744266,-6.607316,-0.3594676,-1.0142546,-4.344858,blues
-206.93233,117.80414,23.241365,28.308992,-1.1260132,18.867393,-21.973022,17.844067,-25.595348,2.1395235,-17.782476,-8.011028,-17.610441,-8.119411,-8.629656,-15.530965,-15.322778,-9.662423,-10.0919695,-17.832165,-6.5322485,-6.57585,-12.746852,-12.201311,-8.9896965,-12.402233,-5.775627,-11.5358515,-6.611138,-7.0919957,-11.969863,-12.416803,-10.964233,-10.986853,-8.7027025,-3.1680043,-3.4803743,-4.7286434,-0.5413455,1.4676634,blues
-221.87302,110.8554,18.636082,30.92296,3.296436,22.585636,-20.40369,12.121833,-26.332514,-4.367301,-26.395552,-13.04718,-12.667627,-1.8228295,-7.255052,-6.657476,-14.686026,-11.712328,-11.020865,-13.38948,-15.688602,-15.295574,-13.746363,-16.167002,-5.245365,-11.316534,-9.463653,-14.043401,-6.326785,-2.2048535,1.152364,0.34069172,-4.7450657,-4.6580153,-2.2135575,-5.0302696,-7.110278,-2.420319,-5.5893993,-9.189036,blues
-288.7327,105.90115,18.776207,23.682646,5.682041,25.54894,-13.463248,12.437668,-11.96367,1.5746145,-15.640524,-6.632071,-11.693038,-2.926763,-7.375716,-15.69388,-10.976883,-10.892729,-18.505384,-19.104548,-8.738504,-10.333421,-14.998673,-17.337934,-11.286087,-6.723762,-3.687154,-5.6665473,-4.602922,-8.290404,-6.592128,-9.4573345,-9.7368145,-10.604955,-8.316306,-3.067588,0.7984021,-1.6843297,-3.3653228,-3.9760308,blues
-238.96988,108.68233,34.158817,30.20716,-0.49822143,27.279755,-21.377928,14.166391,-24.509222,-1.8904005,-28.051817,-11.25711,-16.457558,-7.6354294,-12.788069,-15.356443,-13.739163,-7.4004865,-10.083454,-13.290667,-8.915051,-11.1632185,-14.159268,-15.470993,-8.656145,-8.817092,-1.4028391,-9.850777,-6.2584863,-8.975223,-8.7732,-8.086417,-6.11474,-7.817044,-7.5446596,-8.01763,-5.8974514,-1.0585685,2.224824,3.7218995,blues
-217.18364,105.78522,15.602849,25.24884,-1.4500507,30.19327,-17.716621,17.319042,-27.213608,4.338282,-20.0573,-10.700285,-14.228785,-5.155776,-3.4822614,-6.1949677,-15.323166,-6.8316145,-9.825101,-13.942625,-13.694591,-15.135343,-11.592969,-13.282487,-4.788963,-6.9643188,-5.5628605,-13.958131,-11.704697,-6.4005704,-6.0006156,-5.2064133,-3.7519562,-6.6200914,-2.2940338,-3.02492,-6.7121067,-3.8012352,-0.49343497,-4.5835834,blues
-171.79478,120.28173,15.331755,21.094315,-5.3954434,24.185543,-24.130846,18.545135,-22.342924,1.3107386,-20.765268,-4.991692,-17.108126,-7.874077,-15.293675,-9.349587,-8.917147,-8.521505,-14.332618,-19.928354,-14.489272,-4.4329677,-6.340664,-13.974564,-15.092772,-18.510973,-9.768491,-7.230452,0.020662973,4.3913465,-0.72954136,-7.5961366,-6.391265,-6.6344085,-7.5399523,-7.345588,-5.2601433,-6.482054,-6.33427,-8.995858,blues
-200.18538,116.348595,17.990738,25.287697,0.28717083,24.193771,-22.253931,11.182934,-26.85432,-7.637254,-24.876745,-12.010829,-17.024942,-8.125702,-11.95662,-12.614474,-14.187263,-8.2080765,-15.015217,-10.310198,-10.416924,-12.85625,-11.82706,-17.593256,-9.0337305,-8.072908,-0.29875195,-6.7345223,-3.2474453,-4.5177336,-3.5131998,-7.0742235,-2.2556188,-8.151273,-11.330888,-6.858595,-6.482192,-0.15428357,6.32857,2.9907181,blues
-328.56018,102.709816,19.872597,26.714405,7.1520658,22.708387,-6.9570885,12.789707,-10.729283,-0.4425991,-12.38671,-8.909131,-9.215009,-9.087684,-8.995918,-7.6505113,-7.210643,-9.389374,-4.480266,-3.671359,-1.0500294,-2.5922725,-11.53364,-19.036211,-13.710567,-4.6349545,-0.20687425,-7.197426,-8.904482,-11.24285,-7.8009944,-2.9663439,-6.14186,-11.273276,-11.240984,-8.96103,-8.092617,-3.8286858,7.5297985,10.96368,blues
-192.69032,111.157486,21.351843,26.396648,-0.6495014,23.48705,-25.476696,16.92198,-16.971931,5.785404,-25.736197,-5.053074,-17.632252,-7.9180593,-15.15891,-12.352483,-17.237364,-7.785286,-13.0390215,-17.93637,-8.50349,-4.932542,-11.499352,-10.165698,-8.138459,-17.354864,-5.1305103,-9.575147,1.0095494,5.3740363,3.4093542,-2.8604193,-3.4028218,-6.1944675,-3.8078773,-4.6147337,-5.0362844,-6.767557,-6.642987,-10.254915,blues
-301.70804,111.53328,21.896053,16.15057,8.19879,22.081917,-8.601798,1.4827532,-17.07776,-8.343712,-17.01078,-10.576027,-15.687029,-12.606835,-12.262773,-14.563126,-10.112008,-5.792038,-7.775544,-7.1875286,-6.5276713,-6.2256756,-12.392903,-16.330412,-11.472734,-12.738586,-3.4837844,-6.53221,-7.4564347,-7.576477,-8.2145405,-9.293279,-4.620134,-7.6602817,-11.390906,-7.406171,-8.525244,0.106805764,6.2724376,3.9126132,blues
-110.28502,90.71587,-2.5352986,74.0649,-11.763082,39.210945,-13.171311,20.544195,-17.162983,12.8139715,-21.437147,5.957196,-8.026906,4.240609,-16.484732,6.549282,-5.6958103,-3.6384895,-4.8583665,1.8528223,-5.490514,-4.6858053,-0.9748981,1.8306034,2.8904066,0.60264266,-2.7087307,-2.999348,-2.9526606,-4.8469963,-0.7741972,-2.2701895,0.8963269,1.6736244,0.50678,-1.8918469,3.00224,-2.1727731,-2.8511834,-5.2350655,blues
-107.203255,88.49289,-4.1719,55.477848,-8.0177145,38.413597,-6.4136605,28.57575,-19.81994,13.2446995,-19.248566,12.076122,-4.582267,3.78424,-16.988953,11.621647,-7.3614445,-3.6652524,-7.1768236,1.9731815,-1.8434201,-0.735221,3.1615317,4.29234,-1.1956941,-3.9111903,-10.618957,-3.9262722,-2.185116,-0.3870937,-0.75867975,-5.4216433,-1.6411012,0.9019108,1.4729375,-3.9549694,0.57068574,-1.9387333,-2.054595,-5.0004163,blues
-159.5804,69.80602,-4.402107,76.845116,3.9148974,45.175888,-4.860274,32.20158,-9.805074,7.809358,-21.826738,9.69575,-2.5847604,3.310845,-14.973028,10.230251,-4.087701,-5.848176,-2.4740317,6.6542916,3.7019038,-10.249194,-6.6819367,-5.4454894,-2.3692513,-1.8140037,-1.6112292,-1.6633471,-6.12274,-4.0859275,3.001086,-7.9225335,-6.0863194,-2.7076602,-2.3298,-5.5765667,4.6983795,-0.08250348,-3.123962,-1.3034075,blues
-109.1407,100.619644,-8.666454,47.35473,-6.568465,39.617756,-8.521922,29.572609,-16.594837,13.170881,-24.213415,6.5830193,-8.652447,4.9302616,-15.440971,1.5342579,-6.7545257,1.4151897,-3.9717412,3.2871604,0.027509898,-0.28059065,-1.1346574,-2.142058,-2.7956326,-1.3754361,-6.018461,-2.6218426,1.7071072,-2.3855734,-0.7855011,1.5346122,-1.5727082,-4.3335276,-0.5034116,-1.9408447,0.20051937,-1.9683926,-0.7451022,-1.7745262,blues
-109.53125,86.9288,-8.606026,64.480484,-6.302876,43.645935,-8.295385,28.543201,-14.081492,8.137968,-21.48412,11.087112,-5.095304,3.98011,-12.861199,12.336353,0.017295005,-0.74249184,-5.134484,3.2994614,-0.54288197,-6.321916,-2.9085214,-0.7877574,-3.945224,-3.0822585,-6.942631,-4.2083735,-5.2391105,-0.6508212,3.247983,-4.440081,-2.2394853,0.31693235,-1.2132369,-5.2265806,3.194969,-1.5842514,-3.5638864,-5.2603116,blues
-163.24342,89.783844,12.974768,80.69835,3.6637852,39.734093,-5.409266,26.490929,-13.169032,2.7055442,-20.547697,6.0114055,-2.906491,-0.4313212,-17.537825,4.16445,-5.9858313,-7.8653197,-8.567486,1.8536397,-1.1193118,-7.0204186,-3.7936182,-6.2637053,-2.5800798,-5.9186983,-6.963161,-5.9157248,-2.9906425,-5.0551424,3.2448483,-3.7757928,-6.751654,-1.6798139,-1.5103492,-4.264434,0.12440085,-2.8115275,-3.284448,-7.279067,blues
-182.60481,90.67421,14.124648,67.552986,2.6751468,38.430412,-8.419176,24.123713,-13.794528,4.8405757,-16.67912,5.827117,-5.1463914,0.19292587,-14.491466,6.862848,-4.4426827,-2.9876115,-4.8196287,5.403775,-1.1536607,-4.647284,-4.403297,-1.5572805,-0.097690284,-0.71544164,-3.3997147,-3.997886,-4.2049813,-5.097391,3.0848916,-2.8991585,-2.2627962,0.24344942,-0.31889775,-1.2824658,2.526778,-0.5166916,-1.7804112,-2.69299,blues
-149.96422,93.663895,6.347333,71.49793,-8.129108,36.19368,-9.783754,17.647097,-21.112295,-0.13059253,-22.204636,5.426575,-7.464398,-4.3298597,-12.407085,9.623547,-5.024197,-3.7060933,2.3371365,4.1607966,2.0204585,-6.773987,1.9676379,1.9957988,-2.0871775,-0.91580105,-4.963129,-5.8848257,-7.449598,-6.8541446,-0.8066167,-1.5291182,2.9393754,-3.5821483,-1.695925,-3.3744025,1.1251214,-2.2160118,-4.4162035,-5.3137116,blues
-106.39663,102.66919,-20.160872,59.366917,-9.9604225,33.702366,-14.187068,23.52456,-13.328021,16.00551,-18.926493,7.8249474,-7.7978344,4.040652,-11.352144,2.0696385,-5.736971,0.46918023,-1.911873,-3.1344142,-7.8752975,-2.8274472,3.5163977,0.89552903,1.4472147,-3.4338052,-8.370854,-4.699224,0.61125034,-0.92923105,-1.6842742,-4.906317,-1.7279164,-4.256902,0.99579126,-2.1357417,2.1184096,-2.3407238,-1.8910525,-5.8839636,blues
-255.96312,110.83974,21.46607,67.558914,4.2955728,43.095005,-4.5027637,10.435257,-8.718684,1.6503065,-20.581207,-2.4358413,-7.146028,-11.169808,-12.609449,2.7359972,-8.942252,-7.9447265,-2.3537965,-0.71453446,1.5596077,-5.9308825,0.43965557,-0.6944105,0.20181192,1.3157313,-3.9469545,-4.8841343,-0.6206832,-1.1773525,-1.0788714,-5.3106294,-0.5921564,-4.212368,-6.220847,-4.953977,-1.2724369,-2.6642005,-4.9474216,-2.967628,blues
-83.02949,107.10441,-25.338032,57.1057,0.0798358,34.69768,-11.060306,20.544292,-11.203026,14.825527,-10.235623,12.548191,-9.764642,2.5628443,-6.2880325,3.0061862,-8.714562,-0.33176583,-2.9872,0.70502836,-0.72833914,6.8965554,2.3243625,-1.488839,-1.0382704,-3.9928913,2.0545237,0.8933285,-0.32348552,-1.870337,0.21397199,-3.1689012,-1.3920583,-2.5743988,2.7645147,-0.94197744,-0.29842848,-6.6922097,-1.9204286,-0.4347697,blues
-55.631004,114.9514,-37.049217,64.900314,-7.1699824,15.256333,-16.247622,18.646315,-9.762152,21.460814,-5.6624627,12.79181,-16.540876,3.7969823,-7.9076314,8.472277,-4.0752034,3.2032905,-5.1877713,-1.2790169,0.47259337,3.4297645,-1.1249185,0.29425746,-0.3340531,-4.6403294,1.4704789,-1.7529219,-3.1423008,-1.4839517,-2.5131412,-5.931012,1.7752321,-2.178501,2.8713076,-3.397337,-2.2930582,-5.088395,-2.6496491,-3.7363613,blues
-225.26271,117.62649,-14.538812,64.79437,12.911809,19.036669,10.6702,9.886924,-2.3937404,11.683764,1.541284,3.0635996,-7.6256156,-8.957072,-4.3462014,-0.06465936,-2.5570843,-3.443867,-3.8725183,1.3121446,3.709973,-3.57398,-4.8368335,-1.1336876,-1.5348713,-0.46909237,9.413,3.2189057,-3.421943,-3.1306112,-5.944589,-5.9845743,-3.3430808,-2.358407,3.326002,3.2963998,-1.3604913,-2.814214,-3.4620597,-3.4659722,blues
-76.74659,105.751114,-43.19778,60.959892,-8.785327,21.246374,-12.868538,18.610828,-11.409451,14.548588,-6.0564647,12.7332,-9.375089,1.3552765,-3.620528,7.000211,-4.065216,-0.27187508,-3.706461,-0.49440083,0.16905747,0.66249174,0.36414206,4.2509885,3.9772143,1.1675123,6.2100177,-0.7292624,-1.403668,0.92120904,-2.9466977,-6.231897,-0.2702386,-0.035114888,3.7045245,0.17802222,-2.3045945,-2.4148664,0.5280301,-2.4457757,blues
-57.94168,109.0066,-36.21867,64.044914,1.4201585,26.318415,-17.484888,20.425648,-9.55073,18.168362,-6.0649824,13.874468,-11.295739,4.668036,-6.4108753,3.2184365,-8.080515,-1.716286,-5.4286156,-2.579791,-2.222896,3.0980017,0.47874156,2.4315457,0.79034275,-1.728191,1.6831211,-3.6242387,-4.759863,-3.9625425,-2.2139623,-4.5686216,0.3803411,-1.4830117,1.997503,-0.8188874,-0.43624786,-2.5742822,-0.7474338,-2.6624322,blues
