,X,Y
216,"[-3.7850610e+02  1.6908406e+02 -3.4661602e+01  5.2190833e+00
 -1.0274304e+01 -2.9052670e+00 -9.4776344e+00 -5.4796038e+00
 -9.9006681e+00  1.6487381e+00 -6.1045113e+00 -1.3843193e+00
 -4.1897431e-01  8.2967746e-01 -6.6114628e-01 -1.6162158e+00
 -4.0444934e-01  1.1111746e+00  3.7615700e+00  2.3139663e+00
  1.0797908e+00 -2.0987022e+00  1.8305351e+00  4.1397367e+00
  3.0832138e+00  1.7464725e+00  8.8379377e-01  2.1092043e+00
  4.5743957e+00 -1.6965103e+00 -5.6264267e+00 -6.7965388e-01
  3.0234377e+00  3.2378697e+00  2.1578491e+00  8.5411370e-01
  2.3970530e+00 -1.9291471e-01 -4.4219761e+00 -1.2166741e+00
  2.5786805e+00  4.4619060e-01 -5.3068334e-01 -3.8688534e-01
 -2.6136351e+00 -3.1808760e+00 -1.9712322e+00  4.5946479e+00
  8.5007894e-01 -8.7501240e+00  9.4440323e-01  5.0039096e+00
 -1.1210151e+00 -1.6024363e+00 -1.1570281e+00  4.2881352e-01
  4.1299322e-01 -6.1129034e-01 -7.6461303e-01 -5.7866812e-01
  3.8664952e-01  7.9270884e-02 -1.0536735e+00 -6.7025119e-01
 -6.2867247e-02  1.2829393e+00  1.5069929e+00 -3.6224210e+00
  3.9174142e-01  2.9076011e+00 -2.8514473e+00 -1.8099482e-01
  1.8941458e+00  4.2396417e-01 -8.4193242e-01 -8.4411222e-01
 -2.1955606e-01  7.9122853e-01 -3.5669315e-01 -9.1653317e-01
  8.0541444e-01 -3.3079007e-01 -6.8954939e-01  2.5327118e-02
 -2.0080203e-01  3.4720144e-01 -5.1287824e-01 -3.3392644e-01
  2.8607228e-01 -7.8560591e-01  1.6805997e-01  1.2733559e-01
 -5.7490277e-01 -4.0483439e-01  2.0679742e-01  4.7997999e-01
 -4.9176148e-01 -1.1520861e-01 -3.4137481e-01 -5.5076581e-01
  2.3081216e-01  1.4463581e-01 -1.1501614e-01  4.0051910e-01
  5.0960636e-01  9.4993949e-02 -2.0165417e-01 -2.1341795e-02
 -5.2537013e-02 -1.9492188e-03  4.7390017e-01 -9.2432059e-02
 -4.6260826e-02 -7.0787770e-01  7.8794539e-01  3.4632421e-01
 -8.1100959e-01  4.5668963e-01 -5.8698542e-02  2.3230527e-01
 -3.7372878e-01 -4.4562626e-03  5.4294854e-01 -2.1871860e-01
 -9.9583521e-02  4.5879755e-02  1.9825299e-01 -1.2591347e-01]",classical
217,"[-4.26163849e+02  2.01991089e+02 -5.78325319e+00  2.02716827e+01
 -1.14390554e+01  2.36143494e+00 -1.23975840e+01  8.72760236e-01
 -1.06165533e+01  4.60344696e+00 -1.14894485e+01 -1.87248099e+00
 -5.64114141e+00  2.98072010e-01  1.35240746e+00  2.63803422e-01
  1.17063689e+00  7.37051845e-01  2.08966088e+00 -1.59666967e+00
  1.57141998e-01 -2.43279386e+00  1.02227652e+00 -2.91487718e+00
 -2.03623199e+00 -6.84765399e-01  3.64784360e-01 -5.75742722e-01
 -1.10713708e+00 -5.90296805e-01  5.41073942e+00  5.14949512e+00
 -7.51709521e-01 -3.33173943e+00 -3.63150930e+00 -3.01455784e+00
 -6.69936955e-01 -9.79118869e-02  1.76110268e+00  6.19052768e-01
 -1.65696228e+00 -2.02366328e+00 -4.60861698e-02 -7.41783202e-01
 -2.78792477e+00 -1.44642878e+00 -1.90181732e+00  2.96331477e+00
  1.27851152e+00 -6.05896521e+00  9.13167894e-01  5.06761742e+00
 -9.81701732e-01 -5.58430970e-01 -1.40773535e+00 -1.13242424e+00
  1.35976338e+00  1.06010042e-01 -3.10297817e-01  2.16513693e-01
 -4.41677779e-01  7.39758670e-01 -8.39449763e-01 -9.87715542e-01
  7.88699090e-02 -1.22087330e-01  1.26900065e+00 -3.12218165e+00
  5.82442403e-01  2.09882617e+00 -2.78344178e+00  5.79476595e-01
  5.61442554e-01  2.10776791e-01 -5.44916242e-02 -3.61720860e-01
  3.64060700e-01 -1.21415687e+00 -2.76263565e-01  1.74594790e-01
 -1.21818230e-01  2.51424402e-01 -4.13988858e-01  8.10685381e-03
 -1.85584366e-01 -4.08095300e-01  3.87318522e-01 -4.19813126e-01
 -7.35841811e-01  8.00345242e-01 -3.55702460e-01 -4.30148125e-01
  2.45295882e-01 -1.61116347e-02 -2.13188484e-01 -3.46309036e-01
  5.46526372e-01 -2.62283832e-01 -6.64484978e-01 -4.73133400e-02
 -1.13410756e-01 -1.88636497e-01  2.33972698e-01 -5.84377497e-02
  3.66257399e-01  2.07964152e-01  2.66900778e-01 -2.31649995e-01
  9.85437632e-02 -1.02056623e-01  4.07119870e-01 -1.42741740e-01
 -2.92716324e-01 -1.06064575e-02  2.69656003e-01  2.75315940e-02
 -3.97554487e-01  5.84967017e-01 -4.48698074e-01  5.46062946e-01
 -5.69526732e-01  1.64926484e-01  7.76469186e-02 -3.37112439e-03
  5.77665716e-02 -4.53445641e-03 -4.44824100e-02 -8.56254771e-02]",classical
218,"[-2.95100891e+02  1.73106155e+02 -3.48735886e+01  1.77038403e+01
 -9.94062233e+00  3.79519916e+00 -1.20618696e+01 -3.67310619e+00
 -1.32330351e+01  2.42077279e+00 -8.22508144e+00  2.40159988e-01
 -3.63075137e+00 -1.57009029e+00 -1.87077129e+00  1.23497760e+00
 -2.60781813e+00 -1.91837513e+00  2.24310994e+00 -1.68920767e+00
 -5.25796318e+00 -6.76582956e+00  8.96098733e-01  1.66703093e+00
  2.18548822e+00 -7.35494852e-01 -1.66369390e+00 -3.21732330e+00
  6.88726366e-01 -7.55848169e-01 -2.71397185e+00 -4.70842791e+00
 -1.48235881e+00  2.29859257e+00  1.35579622e+00  2.15114936e-01
 -1.16770673e+00 -1.59900570e+00 -1.82388365e+00 -2.28797674e+00
 -1.78066635e+00 -9.70003724e-01 -2.27433419e+00 -3.83813500e-01
 -1.93105966e-01 -1.00139856e+00 -2.09901190e+00  1.95715082e+00
  4.00442791e+00 -8.36068153e+00 -2.04344678e+00  5.04826593e+00
 -7.53473699e-01 -8.28170896e-01 -7.58420110e-01  3.04817528e-01
  1.67457804e-01 -3.11836787e-02 -1.29025209e+00 -8.25646520e-01
  6.57715201e-01  3.23009342e-01 -1.00299120e+00 -8.10032725e-01
  9.87212583e-02  7.15186834e-01  1.16333425e+00 -3.75477886e+00
  6.49084449e-01  2.31866455e+00 -3.17764139e+00  1.85312241e-01
  9.21844304e-01  1.60677910e-01 -3.44665349e-01 -4.28497940e-01
 -4.10561770e-01 -1.24452665e-01 -9.84140188e-02 -1.85937300e-01
 -4.16518688e-01 -2.95193493e-01 -1.94565952e-01 -3.69092464e-01
  2.90760547e-01  3.37772280e-01 -5.54868937e-01  1.19086623e-01
 -2.75932606e-02 -7.22135186e-01  2.70404756e-01 -1.16250232e-01
 -4.05243307e-01 -8.65373984e-02 -6.17406368e-02  2.45945111e-01
 -3.96162361e-01 -1.42735615e-01 -2.13386007e-02 -8.98276508e-01
  3.84904206e-01 -8.84021819e-02 -1.73034295e-01  3.22349906e-01
  4.12007511e-01  4.58602011e-01 -1.10220999e-01 -4.34483975e-01
  7.53983408e-02 -5.27478158e-02  3.40709627e-01  1.22974075e-01
 -3.34451377e-01 -5.50784409e-01  5.50479054e-01  4.45524871e-01
 -7.46444464e-01  3.55749369e-01 -5.98596744e-02  3.48272055e-01
 -3.18738133e-01 -2.33736724e-01  5.03647387e-01 -4.47545871e-02
 -2.37765491e-01  6.12138063e-02 -2.85780542e-02  9.70366970e-03]",classical
219,"[-3.61781006e+02  1.46771652e+02 -3.25476837e+01  2.29762268e+01
 -9.95681286e+00  2.02106285e+00 -1.19060173e+01  4.30468369e+00
 -1.01989660e+01  5.24796724e+00 -5.37752485e+00  5.26353455e+00
  1.87540638e+00  2.05825710e+00 -1.89509058e+00  4.79785979e-01
 -1.69077384e+00 -1.38214016e+00  4.34050888e-01  2.81394631e-01
 -1.23202610e+00 -2.85472870e+00  4.43969917e+00  3.27758551e+00
  3.37349391e+00  1.48509550e+00  1.24094260e+00 -3.92391950e-01
 -5.19983649e-01 -3.50604773e+00 -7.37597346e-02 -5.99075973e-01
 -1.73137510e+00  1.61145419e-01 -1.05573356e+00 -1.58391845e+00
  9.86012399e-01 -3.33982301e+00 -1.95767546e+00  3.51947904e+00
 -1.54997587e+00 -2.47235966e+00  5.61085343e-01  7.27301240e-01
 -7.22594738e-01 -4.75921422e-01 -2.12770700e+00  2.43971801e+00
  6.26755667e+00 -1.02643795e+01 -1.49226928e+00  6.73928738e+00
 -2.14336276e+00 -5.42561933e-02 -1.30986226e+00  8.29583406e-01
 -1.18053794e+00 -8.01300704e-01 -7.70453662e-02  3.37603725e-02
 -5.83603263e-01 -2.82034010e-01  6.41588509e-01 -1.10236144e+00
 -2.75849160e-02  4.55910802e-01  1.60958910e+00 -4.51226616e+00
  1.33568680e+00  2.85607553e+00 -4.04599524e+00  8.46526563e-01
  7.79101491e-01  6.43414140e-01 -8.00336480e-01 -1.27507821e-01
  3.18761473e-03 -9.86264706e-01  8.84865105e-01 -3.98020208e-01
 -2.82774270e-01  3.13970819e-02 -3.80724311e-01  1.05681300e-01
  4.25724648e-02 -1.34659698e-02 -1.89594671e-01 -2.28080451e-01
 -1.39334604e-01  3.77070040e-01 -5.52097321e-01 -1.11194961e-01
  2.53367543e-01 -3.66361707e-01  1.43298646e-02 -3.57568525e-02
 -2.09750310e-01 -1.52017176e-01 -2.78140277e-01 -3.31907749e-01
 -8.36234540e-02  1.05552517e-01  2.30408967e-01  1.89586952e-01
  4.76823628e-01 -1.02199279e-02  2.49833599e-01 -2.87132561e-01
 -3.50081176e-01  4.74034011e-01  7.46731237e-02 -1.03855036e-01
  8.74073952e-02 -5.60024202e-01  5.28310895e-01  2.62971550e-01
 -5.10618627e-01  1.25797585e-01  9.68257710e-02  2.28941545e-01
 -5.13110638e-01  1.53881773e-01  4.90495235e-01 -3.26554149e-01
 -1.86497569e-02  8.01192448e-02 -2.53888309e-01  2.07751304e-01]",classical
220,"[-3.82500916e+02  1.67584442e+02 -3.02287445e+01  2.29552288e+01
 -1.06745195e+01 -8.40559864e+00 -1.47834558e+01 -1.61189604e+00
 -7.96111822e+00 -7.15893149e-01 -1.35171928e+01 -8.82179832e+00
 -7.01683950e+00 -5.73177671e+00 -6.70404863e+00 -7.30651665e+00
 -6.00716162e+00 -8.97539198e-01 -1.68594682e+00 -5.27797079e+00
 -3.79349184e+00 -3.14298439e+00  3.68004203e+00 -1.94485426e+00
  1.63678217e+00  6.67236137e+00  2.41393335e-02 -2.58129191e+00
 -3.98405790e-01  1.15723598e+00  1.54608667e+00 -1.08770657e+00
  1.36491263e+00  1.92594135e+00  9.05527651e-01  6.64832711e-01
  3.66679311e-01 -1.25582540e+00  1.09244466e+00  2.41689992e+00
  7.49091625e-01 -3.25833231e-01 -9.98973966e-01  9.55505252e-01
  1.03850114e+00  7.79472351e-01  7.44559050e-01  3.87424088e+00
 -3.98953199e+00 -3.73030257e+00  6.48119211e+00  4.41129684e-01
 -2.22751188e+00  9.64498043e-01  3.76808085e-02 -5.41890621e-01
  8.71884882e-01  1.54194487e-02  2.28429660e-01  4.69948977e-01
 -1.06025040e+00 -1.41855525e-02  3.29689592e-01 -9.39630449e-01
 -3.56640607e-01  2.04402119e-01  1.45963180e+00 -1.44012678e+00
 -1.41263568e+00  1.95005107e+00 -3.17582756e-01 -6.84839427e-01
  7.20205382e-02  2.99531430e-01 -2.21631780e-01  1.26038775e-01
 -1.54850528e-01 -7.77106732e-02  1.06764898e-01 -2.18030035e-01
 -4.97885793e-02  1.61186427e-01  1.44215912e-01 -1.70392126e-01
  3.23506398e-03 -1.47740975e-01 -4.09154855e-02  7.26600051e-01
 -4.35316980e-01 -1.84742019e-01  5.93227565e-01 -3.75589192e-01
  1.33431017e-01  1.71277270e-01 -1.22225650e-01 -2.45873615e-01
  2.14737475e-01 -3.97057146e-01 -1.81226969e-01  7.18475357e-02
 -5.22865713e-01  1.07714094e-01  1.55951053e-01  2.91666538e-01
  2.86207050e-01 -3.67880426e-02  1.19806610e-01  8.36501420e-02
 -3.12607318e-01  1.96435720e-01  2.72108167e-01 -4.78225611e-02
  8.58124346e-02 -2.89203316e-01  7.36509800e-01 -5.67303538e-01
 -1.50067419e-01  6.72551751e-01 -6.43917143e-01  5.28585553e-01
 -3.79188567e-01 -1.64438382e-01  3.02776992e-01 -1.00437336e-01
  4.48680222e-02 -6.90038428e-02  1.26752583e-02 -8.73803720e-02]",classical
221,"[-4.56002899e+02  1.83541550e+02  9.86912251e+00  2.07114162e+01
  6.75935411e+00  1.56303751e+00 -6.08874083e+00 -8.48180056e-01
  5.50241828e-01  1.53839862e+00 -5.44938231e+00 -6.81760359e+00
 -7.06182909e+00 -9.53851032e+00 -5.40807343e+00 -1.90575969e+00
 -2.65357399e+00 -2.28939962e+00 -1.05334854e+00 -2.70575643e+00
 -4.75789261e+00 -5.17383718e+00 -2.88601637e-01 -7.69471943e-01
 -2.70428985e-01  8.89367104e-01  4.09621149e-01  1.85431015e+00
 -1.01510358e+00 -2.51755548e+00 -7.95432985e-01 -8.77542794e-01
 -3.41439426e-01 -9.60895181e-01 -1.84708285e+00 -8.82858574e-01
  4.74390060e-01 -1.77691853e+00 -1.04414296e+00  3.09792876e+00
  1.91053104e+00 -1.88818550e+00 -1.67933595e+00 -5.92709541e-01
 -5.31089544e-01 -1.30243853e-01 -8.54214251e-01  5.70799470e-01
 -1.54496479e+00 -1.37950873e+00  6.60908759e-01 -8.49176586e-01
 -8.56723130e-01 -1.23874106e-01 -7.17520356e-01 -4.60119694e-01
 -3.96055043e-01 -1.14244902e+00  9.19502258e-01 -4.78542209e-01
 -6.45796537e-01 -4.20167774e-01 -3.29848558e-01 -1.14188960e-03
 -8.02579761e-01 -5.17705977e-01 -4.07342792e-01  9.56489921e-01
 -7.48993039e-01 -1.66336581e-01 -1.28564909e-01 -6.78820848e-01
  3.27483267e-01 -3.50682259e-01 -2.69995123e-01  1.49862811e-01
 -4.01859850e-01 -3.47419322e-01  2.70160586e-01 -5.72656274e-01
  1.64446235e-01 -1.11948505e-01 -1.48750059e-02  1.24979275e-03
 -1.01267509e-01  1.62678752e-02 -4.41065609e-01  2.40841776e-01
 -2.43026033e-01 -2.07355455e-01  1.05749674e-01 -1.09724984e-01
 -1.14115469e-01 -1.30357280e-01 -1.88911706e-02 -8.38907436e-02
 -2.36340821e-01 -1.98414791e-02 -3.74751002e-01 -4.68263805e-01
  5.97374812e-02 -2.09317639e-01  2.68069714e-01  3.58852834e-01
  8.46671462e-02  4.76763546e-01 -3.22905988e-01 -6.95728650e-03
  2.65245661e-02 -4.66347188e-02  2.95119435e-01 -1.15010671e-01
  5.42805828e-02 -1.39005616e-01  2.00547770e-01 -2.10471213e-01
  3.55938822e-02  2.20544964e-01 -2.28017285e-01  1.58056229e-01
 -2.84337401e-01  8.00670460e-02  1.61195099e-01 -1.45336911e-01
  1.66703463e-01 -3.87742706e-02 -9.61650535e-02  1.07911699e-01]",classical
222,"[-5.63308044e+02  1.95734100e+02  1.17563076e+01  2.38711967e+01
 -7.81351519e+00  3.45348597e+00 -7.65586472e+00  2.49792385e+00
 -1.92771137e+00 -8.63347352e-01 -1.05612116e+01 -8.72922897e+00
 -9.40359116e+00 -1.03144875e+01 -7.75911665e+00 -9.52320957e+00
 -7.68639946e+00 -2.50344777e+00 -4.03388679e-01 -6.38597608e-01
  3.67588973e+00 -3.18855667e+00 -6.81150496e-01 -4.91349316e+00
 -3.79563475e+00  1.66974783e+00 -2.99363160e+00 -2.90040469e+00
 -4.43230009e+00 -3.92977142e+00  3.51211548e-01 -1.34738719e+00
 -3.80219674e+00 -6.60756016e+00 -4.16672707e+00 -3.54698986e-01
 -1.70395052e+00 -2.83900952e+00 -8.27497914e-02  1.57158947e+00
 -1.99628258e+00 -1.26975071e+00 -2.79145300e-01 -1.45651519e+00
 -2.95559764e+00  7.20948866e-03  6.06043398e-01 -2.73984408e+00
 -1.71735895e+00  3.13979864e+00  3.18621230e+00 -3.07583427e+00
 -1.72471619e+00  2.03368449e+00  3.99948895e-01 -9.52913225e-01
  1.57025325e+00  8.77980173e-01 -2.02771926e+00 -3.78194392e-01
  7.84369946e-01 -3.17955673e-01 -6.27050757e-01  3.26299667e-01
  1.60438538e-01 -1.56549239e+00  2.81073973e-02  1.06103849e+00
 -9.80996609e-01 -1.87995434e-01  7.05464363e-01  1.48691416e-01
 -2.51549929e-02  6.54628336e-01 -6.32267058e-01 -1.73922688e-01
  4.09900069e-01 -7.56227672e-01  5.21351457e-01 -3.65435570e-01
 -2.48923570e-01  2.61489242e-01 -3.21917117e-01  1.17237963e-01
 -2.01466128e-01 -4.39355791e-01  2.29421288e-01 -7.42303729e-02
 -3.80268037e-01  4.23194081e-01 -2.23409414e-01 -2.95154214e-01
  1.38983261e-02  1.25280708e-01 -3.72458324e-02 -5.02181888e-01
  1.26329750e-01 -8.65472034e-02 -3.58348459e-01 -2.40048528e-01
 -6.26301393e-02  1.22171946e-01  3.66241515e-01  5.24876297e-01
  9.08822939e-02  3.40623230e-01  5.65587245e-02  5.37351891e-02
 -6.47006482e-02 -1.52772516e-01  4.21888977e-01 -1.70773089e-01
  4.95068766e-02 -3.41889471e-01  3.32854211e-01  2.38757536e-01
 -7.15189278e-01  4.44756001e-01 -1.97552636e-01 -7.11052716e-02
 -1.99500531e-01 -1.21996932e-01  2.78850228e-01 -2.21754387e-01
  1.48643702e-01 -2.01788262e-01 -3.47215831e-02  1.92111451e-02]",classical
223,"[-4.96924835e+02  1.45066010e+02 -3.44211769e+00  1.66692352e+01
  3.46395111e+00 -3.26673365e+00 -3.36375523e+00 -1.98494256e+00
 -2.00916958e+00 -2.08056235e+00 -1.04008322e+01 -2.45256495e+00
  1.15179670e+00 -2.70071912e+00 -2.05991054e+00 -2.61056638e+00
 -4.12189150e+00 -2.68224478e+00  1.77954948e+00  1.75983930e+00
 -1.28049755e+00 -5.94235229e+00 -1.92349017e+00 -7.09414124e-01
  1.58023584e+00  2.74375343e+00  1.86557007e+00  4.41107512e+00
 -3.46804261e+00 -8.06194592e+00 -2.45634168e-01  3.36115432e+00
  3.73842955e-01 -1.92556500e+00 -2.76415968e+00 -1.52923226e-01
  2.38338470e+00 -1.19680846e+00 -4.35318112e-01  5.81877613e+00
  4.39250088e+00 -1.75088823e+00 -2.04479456e+00  2.44701460e-01
 -1.64146638e+00 -1.13429463e+00  2.25474501e+00 -1.19837701e+00
 -3.76451731e+00  2.28607416e+00  2.48760629e+00 -1.99197173e+00
 -1.10333335e+00  9.01529014e-01  8.57459664e-01 -6.21237457e-01
  9.46889911e-03  1.84204012e-01 -9.30805027e-01 -2.17041578e-02
  1.20427692e+00  7.48818219e-01 -6.18263185e-01 -3.67259771e-01
  6.94410264e-01 -5.11981845e-01  5.49479365e-01  1.28137541e+00
 -1.82831323e+00  2.53444947e-02  1.53831255e+00 -5.47588110e-01
 -5.65477610e-01  5.23168504e-01  3.20690036e-01  3.39108109e-01
 -4.16120946e-01 -1.93888918e-01  6.46087885e-01 -7.73471892e-01
  5.53447306e-01  3.66884887e-01 -5.28034806e-01  5.53541303e-01
  3.74999307e-02  1.57289222e-01  4.52138484e-01 -5.10633349e-01
  1.46939710e-01  5.85977733e-01 -4.01326269e-01 -9.58425701e-02
 -2.00909041e-02 -3.58512029e-02  3.22086632e-01 -1.24825284e-01
 -3.06079000e-01  2.01746866e-01  7.51411170e-02 -6.56840265e-01
 -1.26752019e-01  1.60705090e-01  1.49123091e-02  5.63013196e-01
  1.25650361e-01 -3.96152847e-02 -2.07553402e-01  2.51362860e-01
  8.31124559e-02 -2.16695145e-01  3.75924408e-01 -1.27589956e-01
 -1.38099134e-01 -1.06607825e-01  3.32183808e-01 -2.87193269e-01
  7.72301629e-02  5.77045918e-01 -3.37571084e-01  1.55581042e-01
 -2.12640345e-01 -1.24274001e-01  2.88895428e-01  1.09722018e-02
 -7.83448517e-02  4.88253385e-02  9.48584154e-02 -1.56542629e-01]",classical
224,"[-3.6643021e+02  1.6070267e+02 -2.8529692e+01  3.0892944e+01
 -4.1205792e+00  3.3822815e+00 -7.7178144e+00  2.3762567e+00
 -8.1742840e+00 -1.7585096e+00 -1.5337997e+01 -9.5029802e+00
 -9.4721804e+00 -3.4994237e+00  2.1883214e-01  8.2676813e-02
  3.2714665e-01  2.3267684e+00  1.5486646e+00 -5.2725940e+00
 -1.7108997e+00  2.8007290e+00 -2.6784492e+00 -6.6090593e+00
  4.5658641e+00  1.0906194e+00  2.1896912e-01  6.2579942e+00
 -3.6118124e+00 -4.1585727e+00  9.1671715e+00  7.4230927e-01
 -5.9787674e+00 -4.0095663e+00 -1.9603503e+00 -1.3345680e+00
 -7.2516374e-02 -2.0437274e+00  1.8865435e+00  5.6899104e+00
 -2.9715893e-01 -3.1261837e-01 -3.8494749e+00 -3.2613495e-01
 -6.3496208e-01 -5.3640354e-01 -2.5463278e+00  3.8691372e-01
  1.7659966e+00 -1.0288812e+01  5.1222463e+00  4.2170229e+00
 -3.7815876e+00 -2.5404972e-01 -7.6418567e-01  5.5362833e-01
 -2.2033126e+00  3.1897287e+00 -2.0594070e+00 -6.4552546e-01
  3.0636015e+00 -1.8007748e+00 -4.3910783e-02  8.1764019e-01
 -7.8618294e-01 -4.3448648e-01  2.1326210e+00 -3.1715589e+00
  1.5079628e+00  1.7580669e+00 -2.4962766e+00  1.6764131e+00
  2.2652096e-01  5.9498478e-02 -4.1504416e-01 -2.9679573e-01
  5.4287744e-01 -7.0869154e-01 -6.5481067e-01  5.7870752e-01
  1.3460683e-02 -4.6470961e-01 -6.5666437e-02 -9.0631761e-02
  1.5352647e-01 -2.6590535e-01  3.8091910e-01 -6.4606011e-01
 -4.0056470e-01  1.1619585e+00 -1.3941216e+00  2.2289069e-01
  3.1876597e-01 -5.2278501e-01  4.0126470e-01 -5.6941885e-01
 -1.2047034e-01  9.9901287e-03 -4.4917834e-01  1.9837996e-02
 -4.6262477e-02 -1.9939184e-01  2.3285618e-01  2.9150665e-01
  3.8381487e-01  9.8329268e-02 -1.4982325e-02 -1.3500696e-01
  7.2823264e-02  4.5376446e-02  2.0973431e-01 -2.1986318e-01
  2.4565980e-01 -4.0891752e-01  4.2116627e-01  5.2641865e-02
 -5.4655391e-01  8.0621374e-01 -2.8425092e-01  1.9291240e-01
 -3.3832619e-01  2.7770817e-01  9.0825200e-02 -3.2324031e-01
  2.9207560e-01 -1.1867852e-01 -3.3465650e-02  3.7904602e-02]",classical
225,"[-3.94573730e+02  1.77864227e+02 -1.04204302e+01  2.55575809e+01
  7.43696022e+00  2.12683678e+00 -7.27081585e+00 -8.13654065e-01
 -1.48674357e+00 -1.47355866e+00 -1.05693798e+01 -4.08541393e+00
 -3.91525650e+00 -6.45855474e+00 -4.94521332e+00 -8.88281703e-01
 -2.58452594e-01 -1.06179690e+00 -6.86385572e-01 -4.54925728e+00
 -6.46932268e+00 -1.25409973e+00  1.65505683e+00 -2.33977437e+00
  1.54400885e+00  1.90133834e+00 -2.31447768e+00  1.74357697e-01
 -2.29637074e+00 -6.74146938e+00  1.54763401e+00  5.03774023e+00
 -1.46843076e-01 -3.47143269e+00 -1.70271599e+00 -1.42472029e+00
 -1.98342681e+00 -2.64753327e-02  1.98165104e-01 -1.72890976e-01
  2.09132528e+00 -4.03079093e-01 -2.44010639e+00 -1.17623520e+00
  9.02067065e-01  8.92530739e-01 -2.15198493e+00 -3.24263883e+00
  3.05336952e+00  2.96901846e+00 -5.43472815e+00 -8.66564214e-01
  1.96225417e+00  3.78519446e-01 -9.10454571e-01 -1.74515831e+00
  9.34143424e-01 -2.74703085e-01 -1.27242708e+00  8.01171660e-02
  8.73465464e-02 -9.16802660e-02 -1.07017338e+00  3.13476682e-01
  6.74971282e-01 -9.15517509e-01 -7.03573525e-01  5.12383699e-01
  4.19924885e-01 -1.13471150e+00  1.30329087e-01 -3.42551947e-01
 -3.61749083e-01  6.04403354e-02 -4.92589593e-01  3.74848843e-02
 -2.52869651e-02  3.14507067e-01 -8.37003469e-01 -6.16751537e-02
  1.72151491e-01 -3.97644669e-01 -4.48595993e-02 -2.11646080e-01
 -1.07788041e-01 -2.37913653e-01  6.03086531e-01 -6.07544184e-01
  1.91324875e-01 -3.61433029e-02 -4.94049460e-01  5.71072936e-01
 -4.73038614e-01 -1.81042314e-01 -2.80494243e-02  3.64945852e-03
  3.09693590e-02 -2.49850571e-01 -2.95004636e-01 -1.75089180e-01
 -2.46249899e-01 -4.39374335e-02  5.94598055e-02  4.51486766e-01
  2.71779537e-01 -1.67353991e-02  2.30755299e-01 -2.29217485e-01
 -1.00816056e-01  3.50429714e-01 -5.24528250e-02  8.13259557e-02
 -1.65660046e-02 -2.23031908e-01  5.80294490e-01 -5.31013668e-01
 -5.38859889e-02  4.00301158e-01 -3.27139288e-01  2.89107263e-01
 -3.03460002e-01 -7.83094484e-03  2.43568704e-01 -9.14509525e-04
 -1.09881312e-01 -8.38406831e-02  9.88529623e-02 -9.13110748e-02]",classical
226,"[-4.8232883e+02  1.5203088e+02 -5.1482515e+00  2.2846779e+01
 -1.0051543e+01  2.2737634e+00 -1.4262759e+01 -1.0931375e+01
 -1.0358037e+01 -3.5789497e+00 -1.0182189e+01 -8.5626421e+00
 -1.1602605e+01 -1.0980005e+01 -6.3202696e+00 -9.6044487e-01
  6.2562180e+00  5.1026716e+00 -3.3167231e+00 -5.0226102e+00
  1.2746884e+00  3.9305303e+00  7.6723857e+00  4.2862082e+00
  3.3634799e+00 -3.5035059e-01 -2.2194719e+00  1.0936790e+00
 -4.7026053e-01  1.5699601e-01 -8.6788708e-01 -1.1905332e+00
  7.3402202e-01 -2.1643541e+00  1.3565457e+00 -2.2423041e+00
 -5.0347753e+00  1.0992376e+00 -1.2331641e+00 -4.8208342e+00
 -2.3956916e+00  1.5490506e+00  1.8994596e+00 -2.0168288e+00
  1.4025037e+00  7.6742542e-01 -2.0578566e+00  5.1697618e-01
  8.0807291e-02 -1.0265040e+00 -2.8875659e+00  1.6068224e+00
  4.6567701e-02 -7.3396653e-01  1.5594103e+00 -2.0593491e+00
  3.9163691e-01  2.7912848e+00 -2.1637361e+00 -1.8143263e+00
  3.4048882e+00 -7.5319827e-01 -1.3390068e+00  1.9738795e+00
 -5.2094465e-01 -3.7416881e-01  4.7029212e-01 -1.0425552e+00
  6.5256512e-01 -1.4935437e-01 -1.2245724e+00  4.6077454e-01
 -7.7676284e-01 -3.7583467e-01  1.3896875e-01 -5.5311710e-01
  4.6556653e-03  5.2887607e-01 -1.5347970e-01 -3.2471615e-01
 -4.7292332e-03 -3.3938289e-01 -3.8602862e-01  1.0707707e-01
 -4.9508810e-01 -4.0880456e-03  2.9620856e-01 -5.1877022e-01
  6.6391356e-02 -4.0044188e-01 -1.0430314e-01  2.5776583e-01
 -4.5164478e-01 -3.0758066e-02 -5.8404386e-01  1.2883763e-01
  5.4255205e-01 -7.1877819e-01 -2.2796571e-02 -5.4898864e-01
  3.4835469e-02  1.6248846e-01 -1.7384301e-01  6.0323954e-01
  1.3520801e-01  4.3311244e-01 -6.5196685e-02 -1.2147889e-01
 -1.6304025e-01  1.1054215e-01  4.8180330e-01 -5.0266498e-01
  4.7805643e-01 -4.3480870e-01 -1.8953204e-02  3.3982390e-01
 -3.0500042e-01  2.7314374e-01 -2.6885673e-01  3.3450887e-01
 -5.9733146e-01  1.8864149e-02  2.2453885e-01 -2.1831758e-01
  3.4439016e-02 -2.6788849e-02  1.5624280e-01  3.0875592e-03]",classical
