X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,Y
-238.51962,120.10219,-4.2219477,42.294594,5.923822,13.911398,5.350524,1.8952675,-16.928087,12.343145,3.9388995,-1.3966829,0.013027784,1
-233.77281,120.66434,-3.1640923,39.514828,3.8315241,18.828156,-3.678738,4.4254684,-14.964929,17.571478,1.8461249,2.5500884,-1.230239,1
-245.68724,140.48125,-2.7912183,60.404514,18.903513,9.828394,3.563824,0.52286243,-16.378489,6.6293535,7.2584243,-4.021235,1.6011248,1
-252.48178,104.94516,15.296445,42.68784,6.770452,21.611765,-1.3111783,5.6817455,-16.636873,12.16935,-1.9619533,1.9602653,-0.89822775,1
-236.67947,138.4056,-4.9304795,47.6545,5.1578503,8.887806,0.48740572,-3.788342,-14.984864,10.428946,-0.34138435,0.7833589,1.7809838,1
-230.36378,127.07773,7.114696,39.767056,1.9217218,17.410606,-5.626918,8.2406645,-18.116043,13.844725,-3.7571108,2.579849,-4.3167143,1
-264.67126,138.85434,11.167329,48.52393,14.904312,20.586437,3.2061763,1.2635795,-15.839373,15.975112,3.358218,-1.5066409,1.8969209,1
-233.96312,136.14453,3.3066366,48.930626,8.705184,13.989511,5.3627157,0.4101891,-13.483557,16.860369,5.134752,-2.2307274,3.9538214,1
-227.2558,137.76518,-14.502317,63.57536,5.6017485,11.988769,1.8891488,-1.8709356,-7.618035,-2.4516425,-2.8980217,-9.433825,-10.939208,1
-274.37683,130.40738,-6.357468,70.38822,13.269664,9.47218,7.7330894,-1.2365491,-0.5709879,-2.2971628,3.7794154,0.08548222,-0.9368571,1
-249.31532,131.00032,0.6778695,66.704155,17.911272,4.623277,6.603809,1.2421156,1.4099408,-1.5849273,-0.9725386,-3.5726156,-2.9297993,1
-284.64056,108.80131,9.085323,51.198055,18.071894,7.6021533,8.755716,2.3540907,0.0033667993,2.248496,4.1991243,-3.283063,1.6176822,1
-228.20981,130.32317,-23.311422,70.20095,1.1310548,7.584427,0.9005106,1.9828155,-6.1644154,-9.382748,-2.56378,-4.5257525,-0.2604645,1
-248.98882,139.05774,-16.27087,57.137146,20.188509,10.186957,4.5429106,0.33107165,-7.8745785,-3.4545712,-2.6574361,-2.8329575,-0.90465844,1
-233.72897,101.19028,17.647951,23.734175,2.082544,25.9364,-16.956388,15.084955,-22.273956,4.3816123,-23.201656,-6.05058,-5.0679283,1
-206.93233,117.80414,23.241365,28.308992,-1.1260132,18.867393,-21.973022,17.844067,-25.595348,2.1395235,-17.782476,-8.011028,-17.610441,1
-221.87302,110.8554,18.636082,30.92296,3.296436,22.585636,-20.40369,12.121833,-26.332514,-4.367301,-26.395552,-13.04718,-12.667627,1
-288.7327,105.90115,18.776207,23.682646,5.682041,25.54894,-13.463248,12.437668,-11.96367,1.5746145,-15.640524,-6.632071,-11.693038,1
-238.96988,108.68233,34.158817,30.20716,-0.49822143,27.279755,-21.377928,14.166391,-24.509222,-1.8904005,-28.051817,-11.25711,-16.457558,1
-217.18364,105.78522,15.602849,25.24884,-1.4500507,30.19327,-17.716621,17.319042,-27.213608,4.338282,-20.0573,-10.700285,-14.228785,1
-171.79478,120.28173,15.331755,21.094315,-5.3954434,24.185543,-24.130846,18.545135,-22.342924,1.3107386,-20.765268,-4.991692,-17.108126,1
-200.18538,116.348595,17.990738,25.287697,0.28717083,24.193771,-22.253931,11.182934,-26.85432,-7.637254,-24.876745,-12.010829,-17.024942,1
-328.56018,102.709816,19.872597,26.714405,7.1520658,22.708387,-6.9570885,12.789707,-10.729283,-0.4425991,-12.38671,-8.909131,-9.215009,1
-192.69032,111.157486,21.351843,26.396648,-0.6495014,23.48705,-25.476696,16.92198,-16.971931,5.785404,-25.736197,-5.053074,-17.632252,1
-301.70804,111.53328,21.896053,16.15057,8.19879,22.081917,-8.601798,1.4827532,-17.07776,-8.343712,-17.01078,-10.576027,-15.687029,1
-110.28502,90.71587,-2.5352986,74.0649,-11.763082,39.210945,-13.171311,20.544195,-17.162983,12.8139715,-21.437147,5.957196,-8.026906,1
-107.203255,88.49289,-4.1719,55.477848,-8.0177145,38.413597,-6.4136605,28.57575,-19.81994,13.2446995,-19.248566,12.076122,-4.582267,1
-159.5804,69.80602,-4.402107,76.845116,3.9148974,45.175888,-4.860274,32.20158,-9.805074,7.809358,-21.826738,9.69575,-2.5847604,1
-109.1407,100.619644,-8.666454,47.35473,-6.568465,39.617756,-8.521922,29.572609,-16.594837,13.170881,-24.213415,6.5830193,-8.652447,1
-109.53125,86.9288,-8.606026,64.480484,-6.302876,43.645935,-8.295385,28.543201,-14.081492,8.137968,-21.48412,11.087112,-5.095304,1
-163.24342,89.783844,12.974768,80.69835,3.6637852,39.734093,-5.409266,26.490929,-13.169032,2.7055442,-20.547697,6.0114055,-2.906491,1
-182.60481,90.67421,14.124648,67.552986,2.6751468,38.430412,-8.419176,24.123713,-13.794528,4.8405757,-16.67912,5.827117,-5.1463914,1
-149.96422,93.663895,6.347333,71.49793,-8.129108,36.19368,-9.783754,17.647097,-21.112295,-0.13059253,-22.204636,5.426575,-7.464398,1
-106.39663,102.66919,-20.160872,59.366917,-9.9604225,33.702366,-14.187068,23.52456,-13.328021,16.00551,-18.926493,7.8249474,-7.7978344,1
-255.96312,110.83974,21.46607,67.558914,4.2955728,43.095005,-4.5027637,10.435257,-8.718684,1.6503065,-20.581207,-2.4358413,-7.146028,1
-83.02949,107.10441,-25.338032,57.1057,0.0798358,34.69768,-11.060306,20.544292,-11.203026,14.825527,-10.235623,12.548191,-9.764642,1
-55.631004,114.9514,-37.049217,64.900314,-7.1699824,15.256333,-16.247622,18.646315,-9.762152,21.460814,-5.6624627,12.79181,-16.540876,1
-225.26271,117.62649,-14.538812,64.79437,12.911809,19.036669,10.6702,9.886924,-2.3937404,11.683764,1.541284,3.0635996,-7.6256156,1
-76.74659,105.751114,-43.19778,60.959892,-8.785327,21.246374,-12.868538,18.610828,-11.409451,14.548588,-6.0564647,12.7332,-9.375089,1
-57.94168,109.0066,-36.21867,64.044914,1.4201585,26.318415,-17.484888,20.425648,-9.55073,18.168362,-6.0649824,13.874468,-11.295739,1
-98.7711,104.79962,-35.097168,60.695198,-2.8405914,22.22947,-7.831078,19.035414,-11.572287,17.017876,-5.3780265,12.197646,-9.955082,1
-145.29242,102.850784,-12.567543,56.993618,2.221108,26.614082,-4.298428,17.341423,-8.016128,15.237472,-6.948761,7.4706593,-10.477943,1
-92.73328,115.32343,-35.068222,57.875343,1.8522309,26.613142,-14.536868,22.128332,-8.207464,11.016058,-5.6494255,7.278642,-10.204165,1
-95.44059,105.23433,-26.953482,60.816486,-4.854668,21.543472,-13.520524,12.13553,-20.231928,12.156194,-5.2262135,10.267819,-9.459799,1
-86.268684,91.95878,-23.41585,68.26197,-3.8848531,22.747065,-9.897946,16.88897,-11.390698,18.429132,-7.012551,10.759532,-11.943846,1
-67.761024,111.7113,-34.646255,61.319546,0.044202197,30.561481,-12.693844,21.164927,-13.122509,16.284252,-6.3370166,12.300311,-12.475308,1
-82.52998,94.164505,-27.112604,75.65927,-27.521809,35.577274,-20.30349,25.112028,-15.370209,11.353972,-13.391486,8.14732,-8.500546,1
-144.92339,95.732994,-21.616442,49.62627,-29.88752,29.351145,-18.850819,17.902308,-9.670824,5.516722,-9.557408,6.359987,-21.088718,1
-129.15756,72.09806,-7.7710886,49.25128,-32.72323,21.60696,-27.37162,15.0016575,-10.260744,12.431697,-17.031103,7.1205482,-18.018093,1
-85.13846,88.807526,-16.32557,59.228165,-35.98338,14.397045,-22.296473,9.660774,-14.823983,11.181689,-14.806866,8.475102,-19.587511,1
-118.35662,74.87531,-19.86609,46.944565,-32.559826,23.820112,-26.355211,17.678152,-13.824853,11.931674,-17.888668,7.5392737,-22.89513,1
-116.60201,97.43107,-13.891732,48.967636,-22.596458,27.759014,-20.245163,18.638863,-14.6395855,8.482747,-16.644682,11.017631,-13.866874,1
-95.46356,101.38746,-20.677706,48.668915,-30.248262,20.8077,-18.291418,14.138235,-12.79949,13.443616,-14.068502,7.7323503,-19.215458,1
-113.20137,88.7261,-8.926565,49.474174,-34.579094,15.856428,-17.74022,14.70729,-11.190547,15.368716,-15.0683975,8.74908,-18.629265,1
-121.47392,96.09719,-19.590857,48.038452,-38.78463,24.768978,-32.94141,8.102541,-17.818922,6.1178603,-19.995438,6.80034,-19.33321,1
-133.04897,105.73889,-22.158222,41.830692,-26.992502,19.118574,-26.566029,19.235983,-15.342011,6.989914,-10.814381,6.7986693,-11.726956,1
-89.39791,93.79924,-14.558413,54.38949,-33.50723,19.428232,-19.761513,13.029956,-13.86451,14.617381,-14.972617,10.598986,-18.020245,1
-118.70432,87.64562,6.5529914,45.102318,-38.911594,20.823198,-26.864548,13.807368,-17.236187,5.111261,-15.712021,3.9887707,-27.53658,1
-30.126768,103.738075,-19.742794,56.41043,-12.707871,20.187706,-17.338875,16.300972,-18.438002,8.925146,-11.655669,11.209243,-8.847433,1
-56.005306,87.851326,-1.6130455,41.199356,-5.618329,27.792627,-23.99084,21.776114,-18.41947,12.326554,-13.712048,11.851395,-3.9741166,1
-86.491806,92.72617,-15.342206,54.05328,0.87469494,31.574251,-14.615236,23.328945,-14.971667,15.337374,-7.053953,12.179845,-6.0996003,1
-52.707645,74.45461,-18.709469,56.292683,-3.9566317,31.991102,-16.460793,22.406431,-12.25808,27.22263,-9.23979,7.799893,-10.568794,1
-28.989244,104.531006,-30.983427,38.162056,-8.009196,30.894712,-20.608162,25.823612,-12.974684,16.943222,-12.2729435,10.787743,-10.56656,1
-2.5430133,101.26548,-33.930927,41.52805,-13.81794,31.923836,-21.876541,24.470266,-15.874413,15.808346,-14.370209,12.514341,-13.378112,1
-3.5798953,92.929634,-25.082928,45.1795,-10.856173,31.8634,-18.04439,28.626354,-10.2277155,14.668069,-14.905226,14.741958,-15.603514,1
-54.706253,119.48301,-34.87408,37.540634,-15.880536,22.081293,-14.661809,18.532047,-9.647198,11.256582,-11.729359,11.540745,-6.4318557,1
-27.024073,107.31879,-46.839245,40.927616,-21.476635,24.832184,-18.939482,15.274643,-15.052192,12.273417,-15.24018,14.332184,-13.839795,1
-29.367115,108.666985,-25.570349,38.4609,-18.340786,21.792147,-25.148396,22.39537,-17.588984,14.681227,-12.085815,5.48115,-7.6935263,1
-19.882248,98.88733,-24.475315,49.579945,-16.198494,30.193226,-18.027517,27.552814,-11.407699,14.870685,-8.914958,11.668755,-10.89321,1
-39.007614,112.05693,-31.819195,38.235607,-6.3202114,23.32046,-18.772533,23.931019,-10.932699,13.236961,-14.371818,13.3270645,-10.916337,1
-180.20891,131.43243,0.6007866,43.153095,14.135329,25.614765,-5.311873,12.027975,-13.535558,-1.105728,-7.6164737,2.714974,0.7783585,1
-212.79181,139.06325,9.446759,35.453796,12.697431,20.420673,-5.582625,10.889944,-8.73331,8.059619,0.16372372,2.6487746,-1.0296487,1
-155.5764,125.66273,1.5785832,45.839695,0.9277813,25.383114,-10.812055,15.5590105,-11.919289,1.2735378,-6.6728826,-0.7844177,-7.74382,1
-194.2843,151.84703,-1.1988221,39.188103,16.589046,18.247795,-1.3970139,14.86903,-11.620168,2.4414866,-5.0819397,3.9376056,-0.89880383,1
-346.85635,139.25108,24.052633,22.281025,18.663773,11.662003,9.016559,6.970993,-2.0330265,5.4127927,1.6503887,-2.3577814,3.2000823,1
-268.21857,135.68166,-34.056377,25.616003,-12.971723,17.903263,-9.99086,5.6340876,-14.143673,7.4931846,-3.9764395,8.258308,-1.3336016,2
-324.09128,133.56267,-25.030157,24.55361,-11.93992,17.6585,-5.5186734,1.7168901,-10.575926,-0.8605745,-7.80522,3.5297625,5.0546646,2
-235.30266,141.11952,-34.68189,30.979195,-16.402012,23.11808,-11.041572,7.6543593,-19.016834,4.2267823,-11.8357525,8.917746,-1.4451485,2
-326.89743,127.400604,-30.596176,37.471397,-5.2961755,20.813564,-1.7786855,-4.6154566,-4.0401983,5.242275,-0.6424488,2.7945673,7.2292066,2
-259.95258,118.92715,-35.608337,31.969566,-16.524868,10.618956,-15.653264,7.425692,-5.82416,8.26638,-17.991137,-1.1879282,-6.356529,2
-264.33557,138.1797,-30.096487,37.83662,-7.1731243,6.7740803,-11.809729,4.7056303,-9.825994,5.859127,-9.563163,2.6768572,-4.788712,2
-295.8206,134.5378,-22.434929,40.75837,-5.8729753,9.266152,-11.873935,6.2878857,-8.864132,4.402294,-9.374512,4.060037,1.6421571,2
-286.7648,135.92358,-24.43564,36.658123,-6.240166,6.963425,-8.172439,3.8363292,-4.407772,6.43176,-4.1324863,1.5559709,-4.3460455,2
-292.093,127.76223,-29.910954,37.434177,-9.569949,5.109292,-13.825463,7.040886,-7.0332546,6.498645,-9.904662,4.711042,0.36506912,2
-356.10693,139.79785,-6.2831244,43.18759,-8.871487,11.056036,-8.395702,4.4202566,-8.28007,8.684677,-8.132967,3.4333065,-1.4450535,2
-315.01526,128.71162,-28.93394,30.832693,-8.987341,7.994575,-9.845814,1.4287155,-8.980798,6.0593615,-3.3081124,7.6189456,3.8063478,2
-385.35327,177.20355,-9.33685,24.37912,5.7992835,-4.5660625,-6.359218,-6.949474,-4.122529,3.8736925,-0.3393094,-0.93730855,-3.6557696,2
-362.7318,143.90761,-19.005598,30.651041,1.0206413,0.27225074,-7.991961,-3.8471584,-8.934133,3.276335,-4.429236,3.662749,4.925432,2
-343.14352,140.10466,-20.919518,32.316124,-3.6832783,2.940859,-10.663066,0.3106307,-5.795961,7.683308,-3.6783314,2.5477433,-3.4992898,2
-324.6393,147.81375,-31.926256,27.40502,-4.50231,-4.168801,-12.59746,-5.1306887,-7.7447643,0.8444132,-8.192252,-0.82764465,0.9923773,2
-449.5024,124.97929,-19.903538,27.45521,-5.7697797,2.218913,-6.560758,10.581615,3.3420105,14.3803425,1.979647,5.2490325,4.427051,2
-482.57535,154.85045,-5.0330462,29.729904,-1.8655616,8.21654,-4.7784443,9.632519,-3.3466728,4.530603,-10.102243,-0.67018044,-2.44897,2
-311.5614,148.68465,-33.492855,10.352457,-12.897486,1.2300146,-12.900197,0.80692005,-9.733505,2.0582037,-5.113307,6.7274017,4.6117973,2
-405.63312,145.72554,-0.84949267,23.064943,9.217205,-2.6364684,-5.7427993,-2.0792978,-0.638366,6.745994,2.7888033,2.4446676,5.083243,2
-475.8085,141.50447,-8.465949,34.003716,0.51044405,6.037262,0.0038523427,9.544265,2.1649945,7.102437,-8.052562,-0.11562494,0.76368,2
-300.90747,161.12791,-24.245857,27.956917,-2.8630512,2.3890126,-11.268324,0.22309761,-6.8389344,6.0936527,-8.139803,-1.8150442,-4.1209817,2
-278.16513,147.88019,-31.550196,20.351751,-9.574066,-6.2306333,-13.595258,-0.6612345,-7.273572,1.014918,-11.761826,-0.96557987,-2.2157323,2
-278.80756,160.00061,-28.392517,23.027172,-2.7092493,3.000924,-11.297818,-0.5161018,-11.366227,3.1746967,-5.0852733,4.348031,-4.0713315,2
-406.84668,163.08134,-2.3728123,32.416626,7.946261,9.632712,-5.45672,9.490358,-3.060804,10.187205,-10.35241,-5.4048333,-8.054706,2
-223.18733,163.25397,-34.412884,24.186995,-10.303666,3.2221324,-12.889323,0.80370414,-14.28119,1.6788578,-10.140899,0.23151693,-4.558466,2
-221.30133,173.31781,-37.445778,24.355968,-8.682667,3.3846245,-12.844792,1.0788687,-15.323445,0.42382595,-9.6230135,2.288309,-4.490512,2
-319.2353,143.68849,-31.174318,10.929483,-5.5593967,-4.2579875,-8.956228,-5.5805836,-8.02272,2.3428674,-4.4802847,-0.32078663,0.96291196,2
-366.2604,181.60039,-5.51421,26.999447,-4.8282466,4.6016793,-10.550474,0.15556985,-11.136406,3.576607,-10.338357,-1.0807841,-4.597426,2
-228.95596,153.91904,-30.704666,20.802929,-6.0996633,1.1756067,-10.78928,-3.866134,-11.594045,0.86720824,-8.299901,-0.71556634,-3.077816,2
-297.12802,130.24132,-30.590057,27.473572,-7.0638957,1.9754051,-11.136684,4.7445807,-8.76969,5.404951,-5.3879395,4.4562883,1.7435379,2
-315.7878,149.6681,-30.549936,23.213524,-8.68629,-10.101967,-15.724108,-4.0400276,-7.6393766,0.046328187,-11.144776,-7.673778,-5.8676133,2
-374.00146,172.43169,6.4013906,20.147358,5.8632383,1.5984083,-6.7120857,-1.1907266,-0.2892056,0.33138114,-6.5567055,-7.3027678,-7.334054,2
-498.6033,177.51414,11.2123165,27.632616,-2.8363297,5.0898414,-6.60016,-1.0522397,-4.139637,-3.0476696,-9.911628,-8.576438,-9.19357,2
-429.07135,120.76842,-1.7005684,17.942797,7.7381415,-2.054263,-3.9395752,-2.5293143,-0.5850701,-0.80839604,-9.05951,-3.6882565,-0.9795186,2
-309.26334,138.65692,-29.71562,33.617283,-0.36966044,5.228342,-6.3285327,3.2850165,-6.703107,-0.68848866,-13.24687,-8.538453,-9.6672,2
-319.72226,166.00253,-11.938701,27.27777,7.8312716,1.7412491,-7.853774,-2.4011252,-2.90487,-2.5207543,-11.3745775,-4.6163793,-4.492808,2
-419.33255,127.41256,-3.780656,23.201252,-4.313284,4.0386424,-8.204688,-7.614801,-7.0662546,-2.9135451,-7.399464,-5.427491,-9.091689,2
-275.4436,125.33516,-41.033215,24.59948,-4.7629037,-4.2574043,-15.00206,-5.0420785,-4.9981613,2.4723504,-10.893561,-8.0160885,-5.168352,2
-275.9678,146.32536,-36.601395,24.209837,-2.5517092,-2.155176,-13.30885,-6.500922,-9.406593,-3.121519,-11.546324,-4.1899295,-1.6999393,2
-409.5085,116.79858,-16.184534,11.701641,0.689733,6.0123076,-4.265308,0.49973583,0.43108037,12.586633,-1.1213994,-1.1413047,4.948069,2
-358.75812,129.07834,-30.378685,19.878695,-10.365979,-0.649601,-10.599926,1.5427625,-3.9666157,1.871792,-8.833108,-7.169191,-8.212051,2
-368.52054,124.2544,-31.574648,17.583704,2.324991,-5.9451756,-11.797774,-5.5220284,-5.3968725,-1.3089094,-8.424349,-3.616905,2.2096312,2
-160.66153,164.26509,-48.74267,1.6567883,-7.6118655,-2.6635227,-11.042241,-7.000248,-8.0976515,1.2511177,-5.369692,-4.139391,-5.4268584,2
-249.65216,161.55922,10.15452,-3.0576775,-0.57357925,-2.0703812,-12.19737,-8.612416,-14.639438,-12.04864,-12.293453,-7.161874,-7.8807273,2
-402.20825,153.97675,-15.228629,15.294281,-3.0716236,-3.1837263,-9.759971,-17.305773,-12.305009,-7.9180746,-7.099395,-0.29572093,1.5226654,2
-171.08478,156.89876,-21.83331,5.3263197,-4.0699153,-3.731567,-8.900291,-4.9369226,-7.900487,-5.3933387,-9.340079,-6.6050344,-7.78757,2
-85.30834,118.44306,-31.477152,20.282328,-4.4176335,6.9121923,-10.952412,-1.6223388,-7.3614726,-3.0186846,-4.444012,-1.4172889,-4.2533975,2
-436.85822,154.08043,-19.861961,20.18266,3.1738954,0.45094585,-6.5277185,-4.608916,-10.058647,-6.156632,-4.53336,-2.7670467,-5.211671,2
-124.04526,148.59566,-21.581469,17.421335,-1.4155147,4.123947,-7.0207763,-5.1447277,-5.8456473,5.0245104,-6.226354,-1.9116532,-0.90014344,2
-98.35358,98.3555,-20.49053,18.820034,-2.095781,2.6650372,-7.3115172,-3.5901136,-7.989525,-1.9183743,-4.731997,0.623776,-2.5930846,2
-449.5513,151.49677,-12.753423,44.259808,6.2501945,4.054499,-1.476217,-1.6236228,-2.4865205,-4.2856755,-9.663299,-1.3531811,0.13567695,2
-230.27237,119.15338,-1.0512242,28.384491,10.00878,16.125824,4.793946,6.192378,0.9515959,5.915187,-1.1755238,3.5739172,-2.0996544,2
-186.65797,86.64906,-15.726744,14.733744,-2.2077506,6.2551727,-0.89246273,0.6554033,-6.0940466,-5.222849,-7.8795443,-1.725549,-4.7003126,2
-121.83351,149.66736,-42.832016,24.485321,-5.4060426,10.664615,-2.818438,0.7835227,-6.3980646,4.4740596,-1.2259257,1.2524998,-1.1988703,2
-108.06734,127.27673,-44.952744,31.253359,4.3463645,-4.9418173,-15.889656,14.6361885,-7.799102,-1.209764,2.8209624,17.278034,-4.0977507,2
-483.96786,144.165,1.3792458,8.070789,4.9335585,-2.316337,-2.740416,-6.8436475,-10.15446,-8.070668,-7.157022,-10.55595,-7.773563,2
-81.11545,129.04564,-42.44421,33.13707,5.685447,-6.503762,-2.2667923,7.401879,-18.70608,2.4765916,3.7434187,1.8843731,-10.075478,2
-367.0708,112.81916,-18.745602,10.175582,-1.6043581,3.799532,0.9256812,5.063905,-5.370904,-9.514625,-8.494094,-1.7862538,1.28704,2
-349.94827,161.8574,-3.369462,14.163237,5.7316136,3.507077,2.9739194,-7.0916595,-7.915771,-0.36118275,2.8649027,-2.4754703,-6.782114,2
-197.22751,137.38995,-34.15922,25.363321,-5.2644143,-2.7768812,-9.50855,-7.613304,-7.647624,-5.667732,-4.3843036,-5.4243526,-3.5282192,2
-166.42174,122.12508,-32.114124,16.680294,-5.400134,-2.4928677,-9.827045,-4.8984995,-6.967043,-4.571454,-6.6540885,-5.4923553,-5.371946,2
-274.3259,148.3532,-20.328934,21.799068,7.928089,3.7767048,-2.2288494,-6.0878696,-5.6230106,-6.6903186,-5.903531,-4.592248,-1.5412745,2
-305.44928,135.9327,-11.758563,18.213852,10.375582,3.004713,-5.5933824,0.14134441,-1.3541279,-1.8684577,-3.2081378,-6.7502136,-2.6937735,2
-465.89728,180.18097,56.64645,11.035487,5.84732,0.7351601,-3.9715195,-5.886588,-8.459515,-9.785687,-7.6918125,-3.2519479,-1.8584505,2
-498.64725,145.66858,46.470146,15.258628,3.068622,-0.8322841,-5.2227077,-6.210678,-3.811383,0.08911605,2.7176886,2.2169223,0.24056238,2
-421.5947,172.78944,28.069185,-2.5672548,-3.5711486,-4.8697963,-8.896141,-10.693691,-7.677652,-7.9523697,-7.321746,-2.7029622,-0.91081494,2
-429.1393,175.105,31.898457,4.288325,1.0443158,-5.7782187,-9.484333,-11.283601,-10.578688,-8.663466,-6.3293447,-1.6777816,0.82280576,2
-413.4534,143.48242,31.305882,14.029362,1.5161095,-2.295294,-6.4711924,-8.109995,-5.934282,-4.475447,-2.8047547,-0.82260424,-1.2224382,2
-234.44064,130.26003,-39.531033,19.348919,-6.7951365,-5.134988,-3.7098153,-4.0319524,-5.0715547,-1.3709053,-7.7486467,-4.3807516,0.4702783,2
-321.24756,136.29433,-28.282764,31.008644,0.57425696,0.23691326,0.6586128,-1.3397083,-0.058612205,-0.42391244,-6.1761975,-0.14452049,-0.4549774,2
-321.13916,134.57176,-18.24004,22.185543,0.42837238,-3.8020203,0.48775446,-1.1469616,-1.9024942,-0.10495507,-2.7560537,0.5838329,2.493017,2
-269.7108,136.43422,-25.016579,26.40387,0.6810673,-5.372084,-1.1092931,-1.4986668,-0.17736845,-3.8057551,-9.296668,-3.1443982,1.6502774,2
-360.83868,138.97086,-12.927217,33.778614,7.5961585,-1.7088121,1.027019,4.0721283,3.9389958,0.94157827,0.5166478,4.6864805,3.336596,2
-306.85608,152.84921,-27.586615,16.327557,-3.1488068,-8.94059,-5.437477,-9.772418,-7.1042967,0.29831234,0.8934093,5.4443207,8.212006,2
-289.74127,143.90283,-27.002756,24.065563,-1.1469277,-6.3004317,-2.745879,-3.524174,-3.0163457,-3.1469986,-7.264607,-1.6910166,3.0758984,2
-413.0011,138.53171,-19.246777,34.156403,8.985244,-4.2935634,4.1500463,0.8692792,3.081244,0.12008622,-4.059801,3.7838356,5.919068,2
-238.74171,149.72977,-28.855423,28.256529,-0.80010945,-3.9364913,-2.1363714,-4.325534,-4.18362,-3.4381254,-5.7532845,-0.09010224,2.5456486,2
-477.94348,155.32089,12.7602215,5.5314426,2.3841317,-10.652274,-16.651352,-12.546622,-11.18711,-9.374714,-3.2156126,-2.7692902,-6.477842,2
-552.1586,173.31636,26.347733,14.1246195,7.2601395,-7.080264,-5.8543334,-10.337285,-11.018614,-9.1995945,-8.825932,-4.9307857,-3.6539578,2
-437.6044,170.93153,7.4195814,-3.083473,0.78938216,-11.128749,-12.522781,-6.907836,-5.858702,-8.461237,-8.481487,-8.339388,-7.378574,2
-549.5697,156.96532,6.631246,34.402447,13.249272,5.748277,5.0407815,-3.0072956,2.0624192,3.0736666,2.0175803,3.2438076,5.6670165,2
-374.65198,153.82292,-21.559772,20.833046,7.002672,-3.9453752,-2.5165143,-2.8052351,-4.2927785,-4.5061345,-5.7571154,-4.25979,-3.845601,2
-263.99594,142.11691,-51.378956,5.016686,-20.275646,-17.12978,-16.075098,-20.311262,-15.04123,-9.737653,-8.4088335,-11.790934,-6.88593,2
-338.83044,190.14244,-16.293915,3.7036424,-0.44072878,-8.890434,-10.388579,-16.360968,-13.284851,-10.792324,-8.643245,-8.279585,-4.624201,2
-368.99612,171.87369,-27.293062,6.0049872,-0.1640961,-10.674203,-11.9248295,-10.194442,-11.368568,-10.50729,-8.375313,-9.789171,-5.0586824,2
-246.15865,149.42867,-41.988865,11.606256,-10.289647,-4.0193577,-7.1368546,-10.135562,-9.420322,-7.171843,-3.1583679,-5.640657,-2.586296,2
-283.51343,159.5616,-29.515244,18.527405,-9.859647,-3.4256573,-10.98901,-9.791544,-8.29952,-4.2436934,-2.871725,-5.970813,-4.0241084,2
-392.925,190.73505,-13.309888,8.256798,1.556012,-11.073181,-11.240291,-13.994958,-10.621299,-9.390467,-4.6211743,-10.071729,-4.8217816,2
